2025-12-10 16:45:11.212 | INFO     | safer_v3.core.trainer | Created CMAPSSDataset: 15731 samples, window_size=50, stride=1
2025-12-10 16:45:11.298 | INFO     | safer_v3.core.trainer | Created CMAPSSDataset: 15731 samples, window_size=50, stride=1
2025-12-10 16:45:11.369 | INFO     | safer_v3.core.trainer | Created CMAPSSDataset: 8255 samples, window_size=50, stride=1
2025-12-10 16:45:11.369 | INFO     | safer_v3.core.trainer | Data setup complete: 12641 train, 3090 val, 8255 test samples
2025-12-10 16:45:11.377 | INFO     | safer_v3.core.mamba  | Initialized MambaRULPredictor: d_input=14, d_model=64, d_state=16, n_layers=4, max_rul=125
2025-12-10 16:45:12.104 | INFO     | safer_v3.core.trainer | Trainer initialized on cuda
2025-12-10 16:45:12.190 | INFO     | safer_v3.core.trainer | Created CMAPSSDataset: 15731 samples, window_size=50, stride=1
2025-12-10 16:45:12.277 | INFO     | safer_v3.core.trainer | Created CMAPSSDataset: 15731 samples, window_size=50, stride=1
2025-12-10 16:45:12.347 | INFO     | safer_v3.core.trainer | Created CMAPSSDataset: 8255 samples, window_size=50, stride=1
2025-12-10 16:45:12.348 | INFO     | safer_v3.core.trainer | Data setup complete: 12641 train, 3090 val, 8255 test samples
2025-12-10 16:45:12.348 | INFO     | safer_v3.core.trainer | Starting training for 100 epochs
2025-12-10 16:46:28.427 | INFO     | safer_v3.core.trainer | New best RMSE: 74.5860
2025-12-10 16:46:28.427 | INFO     | safer_v3.core.trainer | Epoch 1/100 (76.1s) - Train Loss: 666.5530, RMSE: 82.43 - Val Loss: 549.4635, RMSE: 74.59 - LR: 4.88e-04
2025-12-10 16:47:44.068 | INFO     | safer_v3.core.trainer | New best RMSE: 35.4726
2025-12-10 16:47:44.069 | INFO     | safer_v3.core.trainer | Epoch 2/100 (75.6s) - Train Loss: 465.9260, RMSE: 62.11 - Val Loss: 248.8789, RMSE: 35.47 - LR: 4.52e-04
